	input	category	prediction
390	Emma believed that Noah gave Liam Lina .	subj_to_obj_proper	Emma ( 10 ) ; Noah ( 12 ) ; Liam ( 14 ) ; Lina ( 16 ) ; believe ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 27 ) AND give ( 27 ) AND agent ( 27 , 12 ) AND recipient ( 27 , 14 ) AND theme ( 27 , 16 )
391	Emma passed Lina to a kitty .	subj_to_obj_proper	Emma ( 10 ) ; Lina ( 24 ) ; kitty ( 36 ) ; pass ( 19 ) AND agent ( 19 , 10 ) AND theme ( 19 , 24 ) AND recipient ( 19 , 36 )
392	The princess ate Lina .	subj_to_obj_proper	The princess ( 12 ) ; Lina ( 25 ) ; eat ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
393	Evelyn gave Lina to a journalist .	subj_to_obj_proper	Evelyn ( 12 ) ; Lina ( 25 ) ; journalist ( 30 ) ; give ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )
394	Oliver dusted Lina .	subj_to_obj_proper	"Sentence: Oliver dusted Lina .
Logical Form: Oliver ( 12 ) ; Lina ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )"
395	A giraffe mailed Lina to the girl .	subj_to_obj_proper	giraffe ( 12 ) ; Lina ( 25 ) ; girl ( 30 ) ; mail ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 )
396	Elijah grew Lina .	subj_to_obj_proper	Elijah ( 44 ) ; Lina ( 12 ) ; grow ( 27 ) AND agent ( 27 , 44 ) AND theme ( 27 , 12 )
397	The bear painted Lina .	subj_to_obj_proper	bear ( 12 ) ; Lina ( 25 ) ; paint ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
398	A butterfly rolled Lina .	subj_to_obj_proper	"Sentence: A butterfly rolled Lina .
Logical Form: butterfly ( 12 ) ; Lina ( 34 ) ; roll ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )"
399	A scientist gave Penelope Lina .	subj_to_obj_proper	scientist ( 12 ) ; Penelope ( 34 ) ; Lina ( 29 ) ; give ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 29 )
400	A boy shattered the block on a tree .	unacc_to_transitive	* boy ( 12 ) ; * block ( 27 ) ; * tree ( 34 ) ; nmod . on ( 27 , 34 ) AND shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 )
401	Liam shattered the cake beside a table .	unacc_to_transitive	Liam ( 12 ) ; cake ( 25 ) ; * table ( 30 ) ; nmod . beside ( 25 , 30 ) AND shatter ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
402	A girl shattered a block .	unacc_to_transitive	A girl ( 12 ) ; block ( 25 ) ; shatter ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
403	Harper shattered a ball in a house .	unacc_to_transitive	Harper ( 12 ) ; ball ( 25 ) ; * house ( 8 ) ; nmod . in ( 25 , 8 ) AND shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
404	The girl shattered a donut .	unacc_to_transitive	* girl ( 22 ) ; donut ( 39 ) ; shatter ( 15 ) AND agent ( 15 , 22 ) AND theme ( 15 , 39 )
405	A professor shattered Emily .	unacc_to_transitive	A professor ( 12 ) ; Emily ( 34 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
406	The child shattered Olivia .	unacc_to_transitive	* child ( 12 ) ; Olivia ( 34 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
407	Alexander shattered the researcher on a mattress .	unacc_to_transitive	Alexander ( 12 ) ; researcher ( 25 ) ; * mattress ( 34 ) ; shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 ) AND nmod . on ( 25 , 34 )
408	William supported that Grace shattered the cookie on the table .	unacc_to_transitive	William ( 12 ) ; Grace ( 25 ) ; cookie ( 30 ) ; * table ( 18 ) ; support ( 7 ) AND agent ( 7 , 12 ) AND ccomp ( 7 , 15 ) AND shatter ( 15 ) AND theme ( 15 , 30 ) AND agent ( 15 , 25 ) AND nmod . on ( 30 , 18 )
409	The cat shattered a shell in the storage .	unacc_to_transitive	* cat ( 29 ) ; shell ( 12 ) ; * storage ( 45 ) ; nmod . in ( 12 , 45 ) AND shatter ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 )
410	Liam shattered the girl .	unacc_to_transitive	Liam ( 29 ) ; girl ( 12 ) ; shatter ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
411	Carter shattered the cat on the desk .	unacc_to_transitive	Carter ( 12 ) ; * cat ( 25 ) ; * desk ( 18 ) ; nmod . on ( 25 , 18 ) AND shatter ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
412	Emma shattered a baby .	unacc_to_transitive	Emma ( 10 ) ; baby ( 24 ) ; shatter ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 24 )
413	Emma thought that the farmer shattered William .	unacc_to_transitive	Emma ( 10 ) ; farmer ( 22 ) ; William ( 34 ) ; think ( 5 ) AND agent ( 5 , 10 ) AND ccomp ( 5 , 18 ) AND shatter ( 18 ) AND agent ( 18 , 22 ) AND theme ( 18 , 34 )
414	Emma shattered the donut .	unacc_to_transitive	Emma ( 10 ) ; * donut ( 46 ) ; shatter ( 27 ) AND agent ( 27 , 10 ) AND theme ( 27 , 46 )
415	Emma shattered the baby .	unacc_to_transitive	Emma ( 10 ) ; * baby ( 24 ) ; shatter ( 15 ) AND agent ( 15 , 10 ) AND theme ( 15 , 24 )
416	Lucas shattered a cake .	unacc_to_transitive	Lucas ( 12 ) ; cake ( 25 ) ; shatter ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
417	The politician thought that the lion shattered a donut .	unacc_to_transitive	politician ( 12 ) ; lion ( 25 ) ; donut ( 38 ) ; think ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND shatter ( 27 ) AND theme ( 27 , 38 ) AND agent ( 27 , 25 )
418	A hero shattered a cake beside a table .	unacc_to_transitive	hero ( 12 ) ; cake ( 25 ) ; * table ( 34 ) ; nmod . beside ( 25 , 34 ) AND shatter ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
419	Mia shattered the raisin on the box .	unacc_to_transitive	Mia ( 12 ) ; * raisin ( 29 ) ; * box ( 34 ) ; nmod . on ( 29 , 34 ) AND shatter ( 45 ) AND agent ( 45 , 12 ) AND theme ( 45 , 29 )
